title,text,rating,date,user,userLocation,text_len,text_clean,tokens,token_count,tokens_lemma,text_processed,sentimiento
"Walkable, lots of church architecture and good food","Easy to spend a morning walking old town. Beautiful architecture everywhere, most churches allow you to enter and see the ornate designs inside without a fee. The main square is interesting and lively, and there are good restaurants to stop at for lunch. Truly a beautiful part of Quito and a must see",4,2018-07-11,Alessia D,"Cupertino, California",301,easy to spend a morning walking old town beautiful architecture everywhere most churches allow you to enter and see the ornate designs inside without a fee the main square is interesting and lively and there are good restaurants to stop at for lunch truly a beautiful part of quito and a must see,"['easy', 'spend', 'morning', 'walking', 'beautiful', 'architecture', 'everywhere', 'churches', 'allow', 'enter', 'ornate', 'designs', 'inside', 'without', 'fee', 'main', 'square', 'interesting', 'lively', 'good', 'restaurants', 'stop', 'lunch', 'truly', 'beautiful', 'part', 'must']",27,"['easy', 'spend', 'morning', 'walking', 'beautiful', 'architecture', 'everywhere', 'church', 'allow', 'enter', 'ornate', 'design', 'inside', 'without', 'fee', 'main', 'square', 'interesting', 'lively', 'good', 'restaurant', 'stop', 'lunch', 'truly', 'beautiful', 'part', 'must']",easy spend morning walking beautiful architecture everywhere church allow enter ornate design inside without fee main square interesting lively good restaurant stop lunch truly beautiful part must,Positivo
Interesting visit to Quito Old Town,"Luis of Suviatours took us to Old Town at the end of June, 2018, where we spent a couple of hours roaming the Old Town area and observing all of the beautiful historic buildings.  Luis provided plenty of information but did so in an entertaining manner.  He's an excellent guide for this type of tour, very charming and articulate.  His English is great!  Highly recommend both Luis and Suviatours!",5,2018-07-11,baker2575,"Tustin, California",398,luis of suviatours took us to old town at the end of june where we spent a couple of hours roaming the old town area and observing all of the beautiful historic buildings luis provided plenty of information but did so in an entertaining manner he s an excellent guide for this type of tour very charming and articulate his english is great highly recommend both luis and suviatours,"['luis', 'suviatours', 'end', 'june', 'spent', 'couple', 'hours', 'roaming', 'area', 'observing', 'beautiful', 'historic', 'buildings', 'luis', 'provided', 'plenty', 'information', 'entertaining', 'manner', 'excellent', 'guide', 'type', 'tour', 'charming', 'articulate', 'english', 'great', 'highly', 'recommend', 'luis', 'suviatours']",31,"['luis', 'suviatours', 'end', 'june', 'spent', 'couple', 'hour', 'roaming', 'area', 'observing', 'beautiful', 'historic', 'building', 'luis', 'provided', 'plenty', 'information', 'entertaining', 'manner', 'excellent', 'guide', 'type', 'tour', 'charming', 'articulate', 'english', 'great', 'highly', 'recommend', 'luis', 'suviatours']",luis suviatours end june spent couple hour roaming area observing beautiful historic building luis provided plenty information entertaining manner excellent guide type tour charming articulate english great highly recommend luis suviatours,Positivo
Busy and interesting,"Visited here, it was our first stop after arrival. It was a little confusing but well worth the visit.  The main squareAnd San Francisco church is lovely.",4,2018-07-10,ashevillefab5,,154,visited here it was our first stop after arrival it was a little confusing but well worth the visit the main squareand san francisco church is lovely,"['visited', 'stop', 'arrival', 'little', 'confusing', 'worth', 'main', 'squareand', 'san', 'francisco', 'church', 'lovely']",12,"['visited', 'stop', 'arrival', 'little', 'confusing', 'worth', 'main', 'squareand', 'san', 'francisco', 'church', 'lovely']",visited stop arrival little confusing worth main squareand san francisco church lovely,Positivo
Beautiful Walk,"This area has many little shops and restaurants you can explore with a group or by yourself.  The main square is a nice place to sit and people watch. Check out the Presidential Palace and churches. There will be people offering to sell you Cocoa leaves, bracelets and the like. A firm no and they will leave you alone, although some of their wares are very nice.",4,2018-07-10,Ashley H,"Tyler, Texas",363,this area has many little shops and restaurants you can explore with a group or by yourself the main square is a nice place to sit and people watch check out the presidential palace and churches there will be people offering to sell you cocoa leaves bracelets and the like a firm no and they will leave you alone although some of their wares are very nice,"['area', 'many', 'little', 'shops', 'restaurants', 'explore', 'group', 'main', 'square', 'nice', 'sit', 'people', 'watch', 'check', 'presidential', 'palace', 'churches', 'people', 'offering', 'sell', 'cocoa', 'leaves', 'bracelets', 'firm', 'leave', 'alone', 'although', 'wares', 'nice']",29,"['area', 'many', 'little', 'shop', 'restaurant', 'explore', 'group', 'main', 'square', 'nice', 'sit', 'people', 'watch', 'check', 'presidential', 'palace', 'church', 'people', 'offering', 'sell', 'cocoa', 'leaf', 'bracelet', 'firm', 'leave', 'alone', 'although', 'ware', 'nice']",area many little shop restaurant explore group main square nice sit people watch check presidential palace church people offering sell cocoa leaf bracelet firm leave alone although ware nice,Positivo
Must Explore,"Definitely a must see, and could explore several days this area.  Would recommend a tour guide if non Spanish speaking . Lots to see and do with excellent food and shops.We felt comfortable during our afternoon here as well .",5,2018-07-09,RayICue,,225,definitely a must see and could explore several days this area would recommend a tour guide if non spanish speaking lots to see and do with excellent food and shops we felt comfortable during our afternoon here as well,"['definitely', 'must', 'explore', 'several', 'days', 'area', 'recommend', 'tour', 'guide', 'non', 'spanish', 'speaking', 'lots', 'excellent', 'food', 'shops', 'felt', 'comfortable', 'afternoon']",19,"['definitely', 'must', 'explore', 'several', 'day', 'area', 'recommend', 'tour', 'guide', 'non', 'spanish', 'speaking', 'lot', 'excellent', 'food', 'shop', 'felt', 'comfortable', 'afternoon']",definitely must explore several day area recommend tour guide non spanish speaking lot excellent food shop felt comfortable afternoon,Positivo
With a city map!,"Grab a Quito map and explore by yourself following the recommended routes! A great walk, easy to do alone, in couple or with kids (even young!)!",5,2018-07-09,_lena,"Bogota, Colombia",144,grab a quito map and explore by yourself following the recommended routes a great walk easy to do alone in couple or with kids even young,"['grab', 'map', 'explore', 'following', 'recommended', 'routes', 'great', 'walk', 'easy', 'alone', 'couple', 'kids', 'young']",13,"['grab', 'map', 'explore', 'following', 'recommended', 'route', 'great', 'walk', 'easy', 'alone', 'couple', 'kid', 'young']",grab map explore following recommended route great walk easy alone couple kid young,Positivo
Charming part of the city,Old town is really quaint and charming to walk through with many little shops along the way. Many little restaurants too.,4,2018-07-08,8636travel,,121,old town is really quaint and charming to walk through with many little shops along the way many little restaurants too,"['quaint', 'charming', 'walk', 'many', 'little', 'shops', 'along', 'way', 'many', 'little', 'restaurants']",11,"['quaint', 'charming', 'walk', 'many', 'little', 'shop', 'along', 'way', 'many', 'little', 'restaurant']",quaint charming walk many little shop along way many little restaurant,Positivo
Tourists beware! Pickpockets & sales pitches,"Even though the old square is swarming with a visual Police presence, the Old Square has sales people selling all kinds of things. Pickpockets are actively working the area, which has a closed government building, a small museum nearby, and a park with a monument.Beware of your valuables (iPhones, wallets, necklaces, purses, etc). Distractions abound as young children, sales people, and dog owners are constantly approaching people in the square.The area is your basic Old Colonial Town.",1,2018-07-05,John W,"Okeechobee, Florida",490,even though the old square is swarming with a visual police presence the old square has sales people selling all kinds of things pickpockets are actively working the area which has a closed government building a small museum nearby and a park with a monument beware of your valuables iphones wallets necklaces purses etc distractions abound as young children sales people and dog owners are constantly approaching people in the square the area is your basic old colonial town,"['though', 'square', 'swarming', 'visual', 'police', 'presence', 'square', 'sales', 'people', 'selling', 'kinds', 'things', 'pickpockets', 'actively', 'working', 'area', 'closed', 'government', 'building', 'small', 'museum', 'nearby', 'park', 'monument', 'beware', 'valuables', 'iphones', 'wallets', 'necklaces', 'purses', 'etc', 'distractions', 'abound', 'young', 'children', 'sales', 'people', 'dog', 'owners', 'constantly', 'approaching', 'people', 'square', 'area', 'basic', 'colonial']",46,"['though', 'square', 'swarming', 'visual', 'police', 'presence', 'square', 'sale', 'people', 'selling', 'kind', 'thing', 'pickpocket', 'actively', 'working', 'area', 'closed', 'government', 'building', 'small', 'museum', 'nearby', 'park', 'monument', 'beware', 'valuable', 'iphones', 'wallet', 'necklace', 'purse', 'etc', 'distraction', 'abound', 'young', 'child', 'sale', 'people', 'dog', 'owner', 'constantly', 'approaching', 'people', 'square', 'area', 'basic', 'colonial']",though square swarming visual police presence square sale people selling kind thing pickpocket actively working area closed government building small museum nearby park monument beware valuable iphones wallet necklace purse etc distraction abound young child sale people dog owner constantly approaching people square area basic colonial,Negativo
A Great Cultural Experience,"We loved our guided tour of Old Town Quito.  Highlights were the ornate Santa Mariana de Jesus church and the Presidential Palace located right on the main square.  The local people were all out on the square, making people watching a lot of fun.",5,2018-07-03,SFO45,,246,we loved our guided tour of old town quito highlights were the ornate santa mariana de jesus church and the presidential palace located right on the main square the local people were all out on the square making people watching a lot of fun,"['loved', 'guided', 'tour', 'highlights', 'ornate', 'santa', 'mariana', 'jesus', 'church', 'presidential', 'palace', 'located', 'right', 'main', 'square', 'local', 'people', 'square', 'making', 'people', 'watching', 'lot', 'fun']",23,"['loved', 'guided', 'tour', 'highlight', 'ornate', 'santa', 'mariana', 'jesus', 'church', 'presidential', 'palace', 'located', 'right', 'main', 'square', 'local', 'people', 'square', 'making', 'people', 'watching', 'lot', 'fun']",loved guided tour highlight ornate santa mariana jesus church presidential palace located right main square local people square making people watching lot fun,Positivo
Great views and interesting architecture,"The entire neighborhood is beautiful with interesting architecture and breathtaking churches. I would recommend walking up and down Venezuela and García Moreno, both of which run parallel and run on either side of Plaza Grande. I would also recommend grabbing a coffee or beer at Vista Hermosa, a rooftop restaurant with a gorgeous view and good prices.",5,2018-07-01,Carlin O,,353,the entire neighborhood is beautiful with interesting architecture and breathtaking churches i would recommend walking up and down venezuela and garcía moreno both of which run parallel and run on either side of plaza grande i would also recommend grabbing a coffee or beer at vista hermosa a rooftop restaurant with a gorgeous view and good prices,"['entire', 'neighborhood', 'beautiful', 'interesting', 'architecture', 'breathtaking', 'churches', 'recommend', 'walking', 'venezuela', 'garcía', 'moreno', 'run', 'parallel', 'run', 'either', 'side', 'plaza', 'grande', 'recommend', 'grabbing', 'coffee', 'beer', 'vista', 'hermosa', 'rooftop', 'restaurant', 'gorgeous', 'view', 'good', 'prices']",31,"['entire', 'neighborhood', 'beautiful', 'interesting', 'architecture', 'breathtaking', 'church', 'recommend', 'walking', 'venezuela', 'garcía', 'moreno', 'run', 'parallel', 'run', 'either', 'side', 'plaza', 'grande', 'recommend', 'grabbing', 'coffee', 'beer', 'vista', 'hermosa', 'rooftop', 'restaurant', 'gorgeous', 'view', 'good', 'price']",entire neighborhood beautiful interesting architecture breathtaking church recommend walking venezuela garcía moreno run parallel run either side plaza grande recommend grabbing coffee beer vista hermosa rooftop restaurant gorgeous view good price,Positivo
Tour with Overseas Adventure Travel,"Our trip began with a visit to Old Town Quito.  We were able to get a glimpse into the government building and photos next to the ceremonial guards. We watched the peaceful protest by the Amazon peoples about the over production of oil in the endangered Amazon. We walked around the square. There is little shade. We toured the beautiful Catholic cathedral. Afterward on our way to our lunch at a local Ecuadorian restaurant (hole in wall) we stopped along the beautiful cobblestone path to sample and purchase chocolates and corn nuts from a local shop. We walked a few blocks around the broader area and enjoyed a traditional Ecuadorian lunch. The weather was beautiful though very warm with little shade. Definitely wear sunscreen and a hat while in this area. It was easy to walk around as there is little vehicular traffic. If I were not part of a guided tour I would’ve enjoyed the opportunity to sit to have coffee on the edge of the main square to people watch.  As anywhere in the world,  be mindful of your purse, camera, phone, and other valuables.  I never had any problems but this is always good advice. Note: When taking photos with your cell phone be extra careful to hold it very securely with both hands.",4,2018-07-01,MG3002,"Littleton, Colorado",1222,our trip began with a visit to old town quito we were able to get a glimpse into the government building and photos next to the ceremonial guards we watched the peaceful protest by the amazon peoples about the over production of oil in the endangered amazon we walked around the square there is little shade we toured the beautiful catholic cathedral afterward on our way to our lunch at a local ecuadorian restaurant hole in wall we stopped along the beautiful cobblestone path to sample and purchase chocolates and corn nuts from a local shop we walked a few blocks around the broader area and enjoyed a traditional ecuadorian lunch the weather was beautiful though very warm with little shade definitely wear sunscreen and a hat while in this area it was easy to walk around as there is little vehicular traffic if i were not part of a guided tour i would ve enjoyed the opportunity to sit to have coffee on the edge of the main square to people watch as anywhere in the world be mindful of your purse camera phone and other valuables i never had any problems but this is always good advice note when taking photos with your cell phone be extra careful to hold it very securely with both hands,"['trip', 'began', 'able', 'glimpse', 'government', 'building', 'photos', 'next', 'ceremonial', 'guards', 'watched', 'peaceful', 'protest', 'amazon', 'peoples', 'production', 'oil', 'endangered', 'amazon', 'walked', 'around', 'square', 'little', 'shade', 'toured', 'beautiful', 'catholic', 'cathedral', 'afterward', 'way', 'lunch', 'local', 'ecuadorian', 'restaurant', 'hole', 'wall', 'stopped', 'along', 'beautiful', 'cobblestone', 'path', 'sample', 'purchase', 'chocolates', 'corn', 'nuts', 'local', 'shop', 'walked', 'blocks', 'around', 'broader', 'area', 'enjoyed', 'traditional', 'ecuadorian', 'lunch', 'weather', 'beautiful', 'though', 'warm', 'little', 'shade', 'definitely', 'wear', 'sunscreen', 'hat', 'area', 'easy', 'walk', 'around', 'little', 'vehicular', 'traffic', 'part', 'guided', 'tour', 'enjoyed', 'opportunity', 'sit', 'coffee', 'edge', 'main', 'square', 'people', 'watch', 'anywhere', 'world', 'mindful', 'purse', 'camera', 'phone', 'valuables', 'never', 'problems', 'always', 'good', 'advice', 'note', 'taking', 'photos', 'cell', 'phone', 'extra', 'careful', 'hold', 'securely', 'hands']",108,"['trip', 'began', 'able', 'glimpse', 'government', 'building', 'photo', 'next', 'ceremonial', 'guard', 'watched', 'peaceful', 'protest', 'amazon', 'people', 'production', 'oil', 'endangered', 'amazon', 'walked', 'around', 'square', 'little', 'shade', 'toured', 'beautiful', 'catholic', 'cathedral', 'afterward', 'way', 'lunch', 'local', 'ecuadorian', 'restaurant', 'hole', 'wall', 'stopped', 'along', 'beautiful', 'cobblestone', 'path', 'sample', 'purchase', 'chocolate', 'corn', 'nut', 'local', 'shop', 'walked', 'block', 'around', 'broader', 'area', 'enjoyed', 'traditional', 'ecuadorian', 'lunch', 'weather', 'beautiful', 'though', 'warm', 'little', 'shade', 'definitely', 'wear', 'sunscreen', 'hat', 'area', 'easy', 'walk', 'around', 'little', 'vehicular', 'traffic', 'part', 'guided', 'tour', 'enjoyed', 'opportunity', 'sit', 'coffee', 'edge', 'main', 'square', 'people', 'watch', 'anywhere', 'world', 'mindful', 'purse', 'camera', 'phone', 'valuable', 'never', 'problem', 'always', 'good', 'advice', 'note', 'taking', 'photo', 'cell', 'phone', 'extra', 'careful', 'hold', 'securely', 'hand']",trip began able glimpse government building photo next ceremonial guard watched peaceful protest amazon people production oil endangered amazon walked around square little shade toured beautiful catholic cathedral afterward way lunch local ecuadorian restaurant hole wall stopped along beautiful cobblestone path sample purchase chocolate corn nut local shop walked block around broader area enjoyed traditional ecuadorian lunch weather beautiful though warm little shade definitely wear sunscreen hat area easy walk around little vehicular traffic part guided tour enjoyed opportunity sit coffee edge main square people watch anywhere world mindful purse camera phone valuable never problem always good advice note taking photo cell phone extra careful hold securely hand,Positivo
Walking through Old Town is an essential part of any visit to Quito.,"We walked for 2 days in Old Town, and still did not see everything.  We did see lots of people, street vendors, shoe shine stands, cathedrals, festivals, a Presidential motorcade.  The President waved to us from his open car window.  Riding in a car in Old Town was beyond exciting.  There is a courteous system in place among drivers that I could not begin to understand.  The visit was great!",5,2018-06-30,Linda H,"Tallahassee, Florida",394,we walked for days in old town and still did not see everything we did see lots of people street vendors shoe shine stands cathedrals festivals a presidential motorcade the president waved to us from his open car window riding in a car in old town was beyond exciting there is a courteous system in place among drivers that i could not begin to understand the visit was great,"['walked', 'days', 'still', 'everything', 'lots', 'people', 'street', 'vendors', 'shoe', 'shine', 'stands', 'cathedrals', 'festivals', 'presidential', 'motorcade', 'president', 'waved', 'open', 'car', 'window', 'riding', 'car', 'beyond', 'exciting', 'courteous', 'system', 'among', 'drivers', 'begin', 'understand', 'great']",31,"['walked', 'day', 'still', 'everything', 'lot', 'people', 'street', 'vendor', 'shoe', 'shine', 'stand', 'cathedral', 'festival', 'presidential', 'motorcade', 'president', 'waved', 'open', 'car', 'window', 'riding', 'car', 'beyond', 'exciting', 'courteous', 'system', 'among', 'driver', 'begin', 'understand', 'great']",walked day still everything lot people street vendor shoe shine stand cathedral festival presidential motorcade president waved open car window riding car beyond exciting courteous system among driver begin understand great,Positivo
A GREAT Place to Be!,"We spent a full week here, but could easily spend our lifetime here.  It is like stepping back in time in many ways.  Everyone is friendly and by the end of the week, we were saying hello in the streets to new friends.  It is helpful is you speak Spanish, of course, but there are a few shops with English speakers.  We enjoyed the climate of Quito and spending our days in the squares watching the free plays and entertainment. There is so much to see and do in beautiful Old Town.",5,2018-06-29,Glimpser,,482,we spent a full week here but could easily spend our lifetime here it is like stepping back in time in many ways everyone is friendly and by the end of the week we were saying hello in the streets to new friends it is helpful is you speak spanish of course but there are a few shops with english speakers we enjoyed the climate of quito and spending our days in the squares watching the free plays and entertainment there is so much to see and do in beautiful old town,"['spent', 'full', 'week', 'easily', 'spend', 'lifetime', 'stepping', 'many', 'ways', 'everyone', 'friendly', 'end', 'week', 'saying', 'hello', 'streets', 'new', 'friends', 'helpful', 'speak', 'spanish', 'course', 'shops', 'english', 'speakers', 'enjoyed', 'climate', 'spending', 'days', 'squares', 'watching', 'free', 'plays', 'entertainment', 'beautiful']",35,"['spent', 'full', 'week', 'easily', 'spend', 'lifetime', 'stepping', 'many', 'way', 'everyone', 'friendly', 'end', 'week', 'saying', 'hello', 'street', 'new', 'friend', 'helpful', 'speak', 'spanish', 'course', 'shop', 'english', 'speaker', 'enjoyed', 'climate', 'spending', 'day', 'square', 'watching', 'free', 'play', 'entertainment', 'beautiful']",spent full week easily spend lifetime stepping many way everyone friendly end week saying hello street new friend helpful speak spanish course shop english speaker enjoyed climate spending day square watching free play entertainment beautiful,Positivo
Compact centre of history,We visited during a weekend and there were a lot of people walking around.  The colonial buildings are in good condition and of interest.,4,2018-06-29,Keith T,"Canberra, Australia",137,we visited during a weekend and there were a lot of people walking around the colonial buildings are in good condition and of interest,"['visited', 'weekend', 'lot', 'people', 'walking', 'around', 'colonial', 'buildings', 'good', 'condition', 'interest']",11,"['visited', 'weekend', 'lot', 'people', 'walking', 'around', 'colonial', 'building', 'good', 'condition', 'interest']",visited weekend lot people walking around colonial building good condition interest,Positivo
Charming,"Ecuador on display...wonderfully. Here you can see the Ecuadorian people going about their daily lives as they have been for generations. Churches, wonderful architecture, Plazas filled with Ecuadorians from all walks of life.",5,2018-06-27,gojag77,"Durango, Colorado",226,ecuador on display wonderfully here you can see the ecuadorian people going about their daily lives as they have been for generations churches wonderful architecture plazas filled with ecuadorians from all walks of life,"['display', 'wonderfully', 'ecuadorian', 'people', 'going', 'daily', 'lives', 'generations', 'churches', 'wonderful', 'architecture', 'plazas', 'filled', 'ecuadorians', 'walks', 'life']",16,"['display', 'wonderfully', 'ecuadorian', 'people', 'going', 'daily', 'life', 'generation', 'church', 'wonderful', 'architecture', 'plaza', 'filled', 'ecuadorian', 'walk', 'life']",display wonderfully ecuadorian people going daily life generation church wonderful architecture plaza filled ecuadorian walk life,Positivo
Worth a visit,Did old town as part of tour and thoroughly enjoyed it. Having a guided tour is recommended to get information on the history.,4,2018-06-27,Marfee,"Melbourne, Australia",126,did old town as part of tour and thoroughly enjoyed it having a guided tour is recommended to get information on the history,"['part', 'tour', 'thoroughly', 'enjoyed', 'guided', 'tour', 'recommended', 'information', 'history']",9,"['part', 'tour', 'thoroughly', 'enjoyed', 'guided', 'tour', 'recommended', 'information', 'history']",part tour thoroughly enjoyed guided tour recommended information history,Positivo
Very interesting place to visit,Old Town has many historical and beautiful buildings. There are also several stores and restaurants to visit. It's a great place to sit and people watch.,4,2018-06-23,Tim P,,153,old town has many historical and beautiful buildings there are also several stores and restaurants to visit it s a great place to sit and people watch,"['many', 'historical', 'beautiful', 'buildings', 'several', 'stores', 'restaurants', 'great', 'sit', 'people', 'watch']",11,"['many', 'historical', 'beautiful', 'building', 'several', 'store', 'restaurant', 'great', 'sit', 'people', 'watch']",many historical beautiful building several store restaurant great sit people watch,Positivo
Free walking tour old town Quito,"Was a good tour. They take you to a lot of the main attractions. It's a good starting point for knowing where you want to go and spend more time later. Some of the informative bits are a bit long. Definitely recommend at the start of your Quito trip. Added note  community hostel is great. I wasn't staying there, but they treated me like family.",4,2018-06-22,WyoWorld,"Chandler, Arizona",346,was a good tour they take you to a lot of the main attractions it s a good starting point for knowing where you want to go and spend more time later some of the informative bits are a bit long definitely recommend at the start of your quito trip added note community hostel is great i wasn t staying there but they treated me like family,"['good', 'tour', 'take', 'lot', 'main', 'attractions', 'good', 'starting', 'point', 'knowing', 'want', 'spend', 'later', 'informative', 'bits', 'bit', 'long', 'definitely', 'recommend', 'start', 'trip', 'added', 'note', 'community', 'hostel', 'great', 'staying', 'treated', 'family']",29,"['good', 'tour', 'take', 'lot', 'main', 'attraction', 'good', 'starting', 'point', 'knowing', 'want', 'spend', 'later', 'informative', 'bit', 'bit', 'long', 'definitely', 'recommend', 'start', 'trip', 'added', 'note', 'community', 'hostel', 'great', 'staying', 'treated', 'family']",good tour take lot main attraction good starting point knowing want spend later informative bit bit long definitely recommend start trip added note community hostel great staying treated family,Positivo
Very nice but could be much more,"We enjoyed the old town but wished there were more pedestrian walking areas, shops, restaurants and hotels.  You can see most of it in a couple hours.",4,2018-06-21,JackinDenver,"Denver, Colorado",150,we enjoyed the old town but wished there were more pedestrian walking areas shops restaurants and hotels you can see most of it in a couple hours,"['enjoyed', 'wished', 'pedestrian', 'walking', 'areas', 'shops', 'restaurants', 'hotels', 'couple', 'hours']",10,"['enjoyed', 'wished', 'pedestrian', 'walking', 'area', 'shop', 'restaurant', 'hotel', 'couple', 'hour']",enjoyed wished pedestrian walking area shop restaurant hotel couple hour,Positivo
Walked all day,A well preserved old town with lots of churches and museums to fill out a whole day on foot.  Always felt safe.,5,2018-06-21,Stephen W,,111,a well preserved old town with lots of churches and museums to fill out a whole day on foot always felt safe,"['preserved', 'lots', 'churches', 'museums', 'fill', 'whole', 'foot', 'always', 'felt', 'safe']",10,"['preserved', 'lot', 'church', 'museum', 'fill', 'whole', 'foot', 'always', 'felt', 'safe']",preserved lot church museum fill whole foot always felt safe,Positivo
enjoyed the narrow streets and cute shops,worth a trip to enjoy the culture.  I loved the shops and restaurants  it is worth your time to enjoy the culture,5,2018-06-19,C2BMe,,113,worth a trip to enjoy the culture i loved the shops and restaurants it is worth your time to enjoy the culture,"['worth', 'trip', 'enjoy', 'culture', 'loved', 'shops', 'restaurants', 'worth', 'enjoy', 'culture']",10,"['worth', 'trip', 'enjoy', 'culture', 'loved', 'shop', 'restaurant', 'worth', 'enjoy', 'culture']",worth trip enjoy culture loved shop restaurant worth enjoy culture,Positivo
Half a day is enough if you have seen old towns in Europe,"Quito's Old Town is OK but not as impressive as ones in Europe.  Half a day was more than enough for me.  I don't feel the need to see every old church.  Nor shop in over-priced souvenir shops.Go on a weekday.  The weekend was crazy crowded and noisy with street hawkers.Lonely Planet has self-guided walking tour map.  There's more to Quito than Old Town.  Go to the Botanical Garden, Teleferico, etc.",3,2018-06-18,Michelle2012,,402,quito s old town is ok but not as impressive as ones in europe half a day was more than enough for me i don t feel the need to see every old church nor shop in over priced souvenir shops go on a weekday the weekend was crazy crowded and noisy with street hawkers lonely planet has self guided walking tour map there s more to quito than old town go to the botanical garden teleferico etc,"['impressive', 'ones', 'europe', 'half', 'enough', 'feel', 'need', 'every', 'church', 'shop', 'priced', 'souvenir', 'shops', 'weekday', 'weekend', 'crazy', 'crowded', 'noisy', 'street', 'hawkers', 'lonely', 'planet', 'self', 'guided', 'walking', 'tour', 'map', 'botanical', 'garden', 'teleferico', 'etc']",31,"['impressive', 'one', 'europe', 'half', 'enough', 'feel', 'need', 'every', 'church', 'shop', 'priced', 'souvenir', 'shop', 'weekday', 'weekend', 'crazy', 'crowded', 'noisy', 'street', 'hawker', 'lonely', 'planet', 'self', 'guided', 'walking', 'tour', 'map', 'botanical', 'garden', 'teleferico', 'etc']",impressive one europe half enough feel need every church shop priced souvenir shop weekday weekend crazy crowded noisy street hawker lonely planet self guided walking tour map botanical garden teleferico etc,Neutro
Worth visiting,"A totally different experience than the Mariscal area, well worth checking out.  Cobblestone streets and some of the buildings date back to the 17th century.",5,2018-06-14,emdub123,"Austin, Texas",157,a totally different experience than the mariscal area well worth checking out cobblestone streets and some of the buildings date back to the th century,"['totally', 'different', 'experience', 'mariscal', 'area', 'worth', 'checking', 'cobblestone', 'streets', 'buildings', 'date', 'century']",12,"['totally', 'different', 'experience', 'mariscal', 'area', 'worth', 'checking', 'cobblestone', 'street', 'building', 'date', 'century']",totally different experience mariscal area worth checking cobblestone street building date century,Positivo
Worth a Tour,"Vibrant old town with friendly people, lots of hawkers selling local crafts.  Shouldn't be missed as it gives a overview of the country.",5,2018-06-14,Ramblin Ruby,,136,vibrant old town with friendly people lots of hawkers selling local crafts shouldn t be missed as it gives a overview of the country,"['vibrant', 'friendly', 'people', 'lots', 'hawkers', 'selling', 'local', 'crafts', 'missed', 'gives', 'overview', 'country']",12,"['vibrant', 'friendly', 'people', 'lot', 'hawker', 'selling', 'local', 'craft', 'missed', 'give', 'overview', 'country']",vibrant friendly people lot hawker selling local craft missed give overview country,Positivo
Wonderful town,Great energy in the main square--Plaza Grande; good place to see the colonial monuments; nice local restaurants,5,2018-06-14,duskyman,,111,great energy in the main square plaza grande good place to see the colonial monuments nice local restaurants,"['great', 'energy', 'main', 'square', 'plaza', 'grande', 'good', 'colonial', 'monuments', 'nice', 'local', 'restaurants']",12,"['great', 'energy', 'main', 'square', 'plaza', 'grande', 'good', 'colonial', 'monument', 'nice', 'local', 'restaurant']",great energy main square plaza grande good colonial monument nice local restaurant,Positivo
Charming Historic District,"I'm told Quito was the very first city to be awarded the honor of being a World Heritage City by UNESCO ... and the stunning old city center must be the reason why. I can not recommend highly enough how satisfying and enchanting a stroll through this district is. No trip to Quito is complete without experiencing the majestic old churches and convents, the galleries and shops, the quaint old streets of this district. You'll be glad you did!",5,2018-06-13,Officer M,,443,i m told quito was the very first city to be awarded the honor of being a world heritage city by unesco and the stunning old city center must be the reason why i can not recommend highly enough how satisfying and enchanting a stroll through this district is no trip to quito is complete without experiencing the majestic old churches and convents the galleries and shops the quaint old streets of this district you ll be glad you did,"['told', 'city', 'awarded', 'honor', 'world', 'heritage', 'city', 'unesco', 'stunning', 'city', 'center', 'must', 'reason', 'recommend', 'highly', 'enough', 'satisfying', 'enchanting', 'stroll', 'district', 'trip', 'complete', 'without', 'experiencing', 'majestic', 'churches', 'convents', 'galleries', 'shops', 'quaint', 'streets', 'district', 'glad']",33,"['told', 'city', 'awarded', 'honor', 'world', 'heritage', 'city', 'unesco', 'stunning', 'city', 'center', 'must', 'reason', 'recommend', 'highly', 'enough', 'satisfying', 'enchanting', 'stroll', 'district', 'trip', 'complete', 'without', 'experiencing', 'majestic', 'church', 'convent', 'gallery', 'shop', 'quaint', 'street', 'district', 'glad']",told city awarded honor world heritage city unesco stunning city center must reason recommend highly enough satisfying enchanting stroll district trip complete without experiencing majestic church convent gallery shop quaint street district glad,Positivo
